Q_ID,Category,Specialty,Design_Element,Question_Text,Answer_Text,Source_Citation
MPA_C025,Filter/Array,DGS Application Radar,What conceptual application in modern radar systems is enabled by DGS technology's ability to minimize scan blindness and cross polarization?,The development of new generation airborne and space borne phased array radars.[25]
MPA_C026,Filter/Array,Stub Filter Type,What type of microstrip stub is typically used to realize a series open circuit (infinite impedance) at its input?,A short circuited stub that is one half guided wavelength long.[30]
MPA_C027,Filter/Array,FSS Gain Magnitude,What conceptual range of gain improvement (in dBi) has been reported for patch antennas using FSS superstrates?,Average gain improvements from 5 5 dBi to 19 5 dBi have been reported.[27]
MPA_C028,Filter/Array,Array Decoupling Mechanism,How does the slot array DGS conceptually decouple MIMO antenna arrays?,The slits are etched to create a band stop frequency that suppresses the surface waves responsible for coupling.[21]
MPA_C029,Filter/Array,Stub Filter Quality Factor,What conceptual characteristic of the microstrip material affects the Quality factor (Q) of a resonant stub filter?,The conductor and dielectric losses of the microstrip line and substrate material.[32]
MPA_C030,Filter/Array,DGS Miniaturization Consequence,What is the conceptual trade off when using DGS for antenna miniaturization?,The size is reduced, but the current disruption may lead to increased backward radiation or complexity in matching.[33]
MPA_C031,Filter/Array,Stub Filter Interdigital Design,What conceptual function does the finger like structure of the Interdigital filter provide?,It enables compact size and provides multiple coupled resonators for wideband filtering.[26]
MPA_C032,Filter/Array,FSS Design Criterion,What conceptual design criterion for the FSS unit cell is critical for achieving high gain via beam contraction?,The unit cell's reflection phase and transmission properties must be precisely tuned to form the required Fabry Perot cavity.[27]
MPA_C033,Filter/Array,Array Decoupling Requirement,Why is decoupling a conceptual necessity in miniaturized Multiple Input Multiple Output (MIMO) systems?,Because the small size forces the elements to be closely spaced, leading to strong coupling which degrades system capacity and reliability.[21]
MPA_C034,Filter/Array,Stub Filter Open End,What conceptual disadvantage of the open circuited stub termination is solved by connecting it to ground (short circuit)?,The open end is prone to radiating energy and is difficult to model accurately due to fringing capacitance.[33]
MPA_C035,Filter/Array,DGS Surface Wave Suppression,What is the conceptual mechanism by which the DGS band stop property suppresses surface waves?,The DGS creates a forbidden frequency band, preventing the surface wave modes from propagating along the ground plane.[21]
MPA_C036,Filter/Array,FSS Superstrate Gain,How does the FSS superstrate increase the antenna's directivity?,By focusing or contracting the energy into a narrower angular beam (beam contraction).[27]
MPA_C037,Filter/Array,Stub Filter Bias Network,What conceptual result of the quarter wave stub allows it to block RF signals while passing DC current in a bias network?,The quarter wave length transforms the DC short circuit to an RF open circuit at the operating frequency.[14]
MPA_C038,Filter/Array,Array Performance Consequence,What conceptual performance degradation does mutual coupling cause in terms of the uniform illumination of a phased array?,It causes non uniform power distribution across the array elements (poor aperture illumination).[17]
MPA_C039,Filter/Array,DGS Structural Type,What structural type of DGS is often used to achieve high isolation in MIMO antenna arrays?,Slot array DGS etched in the ground plane between the elements.[21]
MPA_C040,Filter/Array,FSS RCS Reduction,What conceptual function is provided by loading microstrip resonators onto an FSS ground plane?,It can achieve in band Radar Cross Section (RCS) reduction.[28]
MPA_C041,Filter/Array,Stub Filter Open End,What is the conceptual equivalent circuit behavior of an open circuited microstrip stub that is exactly one half wavelength long?,It acts as an open circuit (high impedance) at the feed point.[30]
MPA_C042,Filter/Array,DGS Design Tradeoff,What conceptual trade off is involved when using DGS for both miniaturization and isolation in an array?,The optimal DGS structure for miniaturization may differ from the structure needed for best array isolation.[34]
MPA_C043,Filter/Array,Stub Filter Combline Design,What conceptual characteristic of the Combline filter makes it suitable for High Q narrowband applications?,The short circuited stubs connected to ground, often combined with capacitive loading, enable a highly selective response.[26]
MPA_C044,Filter/Array,FSS EBG Ground,What conceptual benefit is gained by replacing a solid metal ground plane with an EBG structure based on FSS?,It allows for the use of low permittivity layers to increase bandwidth and directivity while suppressing surface waves.[28]
MPA_C045,Filter/Array,Array Decoupling,Why is decoupling the elements in a microstrip array more challenging than in a dipole array?,The presence of the dielectric substrate and the large ground plane in microstrip arrays facilitates the strong propagation of surface waves.[21]
MPA_C046,Filter/Array,Stub Filter Length,What is the conceptual impact of a microstrip stub's length on its reactive behavior?,The reactive behavior (inductive or capacitive) and its magnitude are directly dependent on the electrical length of the stub.[30]
MPA_C047,Filter/Array,DGS Decoupling Mechanism,How does DGS prevent current flow between array elements?,The etched defect creates a high impedance (band stop) region that blocks the current flow paths in the ground plane.[21]
MPA_C048,Filter/Array,FSS Beam Contraction,What is the conceptual result of the FSS superstrate achieving beam contraction?,Increased directivity and consequently higher antenna gain.[27]
MPA_C049,Filter/Array,Array Sidelobes,What parameter of the array pattern is degraded when mutual coupling is not adequately addressed?,The sidelobe levels are increased, reducing the pattern quality and potentially causing interference.[17]
MPA_C050,Filter/Array,Stub Filter Short Circuit,What is the conceptual equivalent circuit behavior of a microstrip stub that is exactly one quarter wavelength long and terminated with a short circuit?,It acts as a parallel open circuit (infinite impedance) at the design frequency.[14]
MPA_C051,Filter/Array,Array Theory,What is the conceptual definition of Array Theory?,A body of work that describes how multiple individual antennas (elements) can be combined to achieve a desired collective radiation pattern.[23]
MPA_C052,Filter/Array,Array Isolation,What are the two primary types of coupling between antenna arrays?,Electromagnetic coupling (ground/surface waves) and radiative coupling (from the surrounding transmission space).[21]
MPA_C053,Filter/Array,DGS Mechanism,How does the DGS EBG structure conceptually mitigate the issue of scan blindness in phased arrays?,By suppressing surface waves, DGS helps maintain the element pattern and impedance when the main beam is steered to wide angles.[25]
MPA_C054,Filter/Array,DGS Application,What conceptual miniaturization effect has been reported by using DGS to shift the resonance frequency of a patch antenna?,Miniaturization up to 50 percent has been reported relative to the original patch size.[29]
MPA_C055,Filter/Array,Stub Filter Interdigital Function,What is the primary conceptual function of the Interdigital filter structure?,It provides wideband filtering characteristics in a compact planar form.[26]
MPA_C056,Filter/Array,Stub Filter Type,What type of microstrip stub is typically used to realize a series open circuit (infinite impedance) at its input?,A short circuited stub that is one half guided wavelength long.[30]
MPA_C057,Filter/Array,Stub Filter Q Factor,Why is high Q desired for microstrip stub elements used in narrowband filter designs?,High Q ensures low loss and steep skirts in the filter's frequency response, providing high selectivity.[26]
MPA_C058,Filter/Array,FSS Application Impedance,What conceptual benefit can an FSS superstrate provide to the patch antenna's impedance characteristics?,It can offer a slight improvement in the impedance bandwidth.[27]
MPA_C059,Filter/Array,FSS Superstrate Dual Function,What dual benefit can an FSS layer provide when placed on top of a patch antenna?,It can reduce cross polarization and enhance gain.[2]
MPA_C060,Filter/Array,Array Element Impedance,What conceptual problem is caused when mutual coupling changes the element's input impedance in a phased array?,It leads to a poor impedance match at the feed port, causing reflections and power loss.[17]
MPA_C061,Filter/Array,Stub Filter Bandwidth,What is the conceptual method for widening the bandwidth of a resonant stub filter?,By increasing the coupling between adjacent resonant sections or by cascading multiple tuned sections.[31]
MPA_C062,Filter/Array,DGS Miniaturization Drawback,What is the conceptual trade off when using DGS for miniaturization in terms of complexity?,The DGS design and optimization requires elaborate full wave numerical computation, increasing design complexity.[29]
MPA_C063,Filter/Array,Stub Filter Open Circuit,What conceptual component must be included in the analytical model of an open circuited stub in high frequency analysis?,The parasitic fringing capacitance at the open end must be modeled.[30]
MPA_C064,Filter/Array,FSS Array Isolation,What conceptual role does an EBG structure based on FSS play in array decoupling?,It acts as a selective ground plane that suppresses the propagation of surface waves between elements.[28]
MPA_C065,Filter/Array,Array Factor,How is the total radiation pattern of a patch antenna array conceptually determined?,By multiplying the radiation pattern of a single element (Element Factor) by the Array Factor.[23]
MPA_C066,Filter/Array,Stub Filter Type,What conceptual impedance behavior is provided by a short circuited stub that is exactly one quarter wavelength long?,It acts as an open circuit (infinite impedance).[14]
MPA_C067,Filter/Array,DGS Isolation Magnitude,What conceptual magnitude of isolation (in dB) has been reported between dense microstrip array elements using DGS?,Isolation can be better than 10 dB.[28]
MPA_C068,Filter/Array,FSS Superstrate Mechanism,In the Fabry Perot analogy, what structural component acts as the fully reflective surface behind the FSS superstrate?,The metallic ground plane of the patch antenna.[27]
MPA_C069,Filter/Array,Array Performance Consequence,What is the conceptual result of mutual coupling on the total radiated power of a phased array?,It can lead to a reduction in the total radiated power and efficiency due to mismatch losses.[17]
MPA_C070,Filter/Array,Stub Filter Bias,What conceptual function does a one half wavelength short circuited stub perform in a DC bias network?,It acts as an RF short circuit to ground, which is undesirable for DC biasing.[30]
MPA_C071,Filter/Array,DGS Structural Type,How does the slot array DGS conceptually differ from a conventional DGS?,Slot array DGS uses an array of multiple small slits, while conventional DGS is often a single etched shape.[21]
MPA_C072,Filter/Array,FSS Design Criterion,What conceptual property of the FSS superstrate must be tuned to achieve the correct resonance for gain enhancement?,The distance between the FSS layer and the patch element (the cavity height).[27]
MPA_C073,Filter/Array,Stub Filter Cascading,Why is the tuning of cascaded stub filter sections often complex?,The tuning of one section affects the resonance of the adjacent sections due to coupling.[31]
MPA_C074,Filter/Array,Array Mutual Coupling,What type of coupling is primarily responsible for the severe isolation issues in miniaturized MIMO systems?,Electromagnetic coupling caused by ground and surface waves.[21]
MPA_C075,Filter/Array,DGS Application Radar,Why is DGS technology important for new generation airborne and space borne radars?,It helps minimize scan blindness and cross polar radiation, which are critical performance issues for phased arrays.[25]
MPA_C076,Filter/Array,Stub Filter Type,What conceptual impedance behavior is provided by an open circuited stub that is exactly one quarter wavelength long?,It acts as a short circuit (zero impedance).[30]
MPA_C077,Filter/Array,DGS Isolation Magnitude,What conceptual level of isolation is typically the goal when using DGS decoupling in a dense array?,Isolation greater than 20 dB is a common design goal.[14]
MPA_C078,Filter/Array,FSS Beam Contraction,What conceptual parameter of the patch antenna is increased by the FSS superstrate's beam contraction effect?,The directivity (or peak gain).[27]
MPA_C079,Filter/Array,Array Performance Consequence,What conceptual performance parameter is degraded when mutual coupling leads to non uniform aperture illumination?,The sidelobe levels of the array pattern are increased.[17]
MPA_C080,Filter/Array,Stub Filter Open End,What conceptual advantage does a short circuited stub offer over an open circuited stub in terms of predictability?,The short circuit provides a definite electrical boundary (zero voltage), which is easier to model than the open end fringing fields.[30]
MPA_C081,Filter/Array,Array Theory,What is the conceptual definition of a linear array?,An arrangement of antenna elements placed along a straight line.[23]
MPA_C082,Filter/Array,Array Isolation,Why is the ground plane a key contributor to mutual coupling in microstrip antenna arrays?,The ground plane acts as a path for the propagation of surface waves between elements.[21]
MPA_C083,Filter/Array,DGS Mechanism,How does the DGS EBG structure conceptually operate as a band stop filter for surface waves?,The periodic defect introduces a structural periodicity that reflects or traps the surface wave modes within a specific frequency band.[25]
MPA_C084,Filter/Array,DGS Miniaturization Benefit,What conceptual benefit does DGS provide for the physical size of the patch antenna, besides the frequency shift?,It provides a miniaturized patch with a reduced planar area.[29]
MPA_C085,Filter/Array,Stub Filter Combline,What is the conceptual application of the Combline filter design?,It is typically used for high Q narrowband filters in compact systems.[26]
MPA_C086,Filter/Array,Stub Filter Type,What conceptual impedance behavior is provided by a short circuited stub that is slightly less than a quarter wavelength long?,It acts as an inductor (inductive reactance) at its input.[30]
MPA_C087,Filter/Array,Stub Filter Q Factor,What conceptual material property must be maximized to achieve high Q stub filter elements?,The electrical conductivity of the conductor traces and the dielectric constant of the substrate (for size reduction).[26]
MPA_C088,Filter/Array,FSS Application Impedance,How does an FSS superstrate conceptually provide a slight improvement in impedance bandwidth?,The added resonant layer modifies the input impedance locus, making it easier to match over a broader band.[27]
MPA_C089,Filter/Array,FSS Design Tradeoff,What conceptual trade off is encountered when placing a thick FSS superstrate close to the patch for high gain?,The close proximity can increase unwanted coupling effects.[27]
MPA_C090,Filter/Array,Array Element Impedance,What conceptual performance degradation results from mutual coupling changing the element's radiation resistance?,The VSWR increases, leading to reflections and power loss.[17]
MPA_C091,Filter/Array,Stub Filter Bandwidth,What conceptual design consideration is necessary to widen the bandwidth of a bandpass filter using microstrip stubs?,Increasing the coupling between the filter's resonant elements.[31]
MPA_C092,Filter/Array,DGS Miniaturization Consequence,What conceptual problem is simplified by the DGS reducing the patch size?,The miniaturization simplifies the integration of the antenna into small mobile devices.[35]
MPA_C093,Filter/Array,Stub Filter Length,What is the conceptual relationship between the physical length of a microstrip stub and its resonant frequency?,The physical length is inversely proportional to the resonant frequency (length is $\lambda/4$ or $\lambda/2$).[30]
MPA_C094,Filter/Array,FSS Array Isolation,What conceptual property of the FSS EBG ground plane allows it to increase both bandwidth and directivity?,It suppresses surface wave propagation, eliminating energy loss and unwanted coupling.[28]
MPA_C095,Filter/Array,Array Factor,What two parameters of the antenna element must be known to calculate the Array Factor?,The spacing between elements and the phase difference of the excitation current.[23]
MPA_C096,Filter/Array,Stub Filter Type,What type of microstrip stub is typically used to realize a series short circuit (zero impedance) at its input?,An open circuited stub that is $\lambda/4$ long.[30]
MPA_C097,Filter/Array,DGS Isolation Magnitude,What is the conceptual benefit of achieving greater than 20 dB isolation in a MIMO array?,It ensures that the strong coupling effects are significantly minimized, improving channel capacity and reliability.[21]
MPA_C098,Filter/Array,FSS Superstrate Mechanism,How does the FSS superstrate conceptually create a Fabry Perot cavity?,By acting as a partially reflective surface separated from the ground plane (fully reflective) by an air or dielectric layer.[27]
MPA_C099,Filter/Array,Array Performance Consequence,What conceptual performance metric is used to quantify the non uniform power distribution across the elements of an array caused by coupling?,Aperture illumination efficiency.[17]
MPA_C100,Filter/Array,Stub Filter Bias,What conceptual function does a short circuited $\lambda/4$ shunt stub perform when used as an RF open circuit?,It blocks the flow of the RF signal from the main line into the DC supply line.[14]
MPA_C101,Filter/Array,Array Theory,What is the conceptual definition of a phased array?,An array where the phase of the signal feeding each element can be controlled electronically to steer the main beam.[25]
MPA_C102,Filter/Array,Array Isolation,What type of coupling is caused by signals radiating from the surrounding transmission space between elements?,Radiative coupling.[21]
MPA_C103,Filter/Array,DGS Mechanism,How does DGS conceptually lead to better bandwidth for a single patch antenna?,By manipulating the current distribution, DGS introduces additional resonance or changes the effective input impedance characteristics.[35]
MPA_C104,Filter/Array,DGS Application Miniaturization,What conceptual benefit does DGS miniaturization provide for the integration of antennas in small electronics?,It allows for the integration of full featured antennas into small, limited-space devices.[35]
MPA_C105,Filter/Array,Stub Filter Interdigital Design,What conceptual component must be included in the analytical model of the Interdigital filter to account for adjacent element interaction?,The mutual capacitance between the adjacent microstrip lines.[26]
MPA_C106,Filter/Array,Stub Filter Type,What type of microstrip stub is typically used to realize a series open circuit (infinite impedance) at its input?,A short circuited stub that is $\lambda/2$ long.[30]
MPA_C107,Filter/Array,Stub Filter Q Factor,Why is low Q sometimes desirable for microstrip stub elements used in matching networks?,Low Q allows the reactive behavior to be maintained across a broader frequency range.[31]
MPA_C108,Filter/Array,FSS Application Gain,What is the conceptual maximum gain enhancement (in dBi) reported for a patch antenna loaded with an FSS superstrate?,Gain can be enhanced up to 10 65 dBi.[2]
MPA_C109,Filter/Array,FSS Superstrate Dual Function,What two performance parameters are simultaneously addressed by using an FSS superstrate in conjunction with a slot loaded patch?,Gain enhancement and cross polarization suppression.[2]
MPA_C110,Filter/Array,Array Element Impedance,Why does mutual coupling change the radiation resistance of array elements?,The field radiated by a neighboring element couples back to the element, altering the current distribution and therefore the input impedance.[17]
MPA_C111,Filter/Array,Stub Filter Bandwidth,What is the conceptual method for widening the bandwidth of a microstrip bandpass filter using stubs?,By increasing the coupling coefficient between the resonant stubs.[31]
MPA_C112,Filter/Array,DGS Miniaturization Drawback,What conceptual difficulty arises in the FWS optimization of DGS for miniaturization?,The complex geometry and high field gradients around the defect require fine, often manual, meshing for accurate results.[29]
MPA_C113,Filter/Array,Stub Filter Open Circuit,What conceptual component is required to model the open end of an open circuited stub in high frequency simulation?,An equivalent parasitic fringing capacitance.[30]
MPA_C114,Filter/Array,FSS Array Isolation,What conceptual property of the EBG structure based on FSS ensures array decoupling?,The structure creates a stop band for the surface wave mode, preventing its propagation.[28]
MPA_C115,Filter/Array,Array Factor,What conceptual purpose does the Element Factor serve in array analysis?,It represents the radiation pattern of a single element in the array environment.[23]
MPA_C116,Filter/Array,Stub Filter Type,What type of microstrip stub is typically used to realize a series open circuit (infinite impedance) at its input?,A short circuited stub that is a half guided wavelength long.[30]
MPA_C117,Filter/Array,DGS Isolation Magnitude,What conceptual magnitude of isolation (in dB) has been reported between elements using EBG structures based on FSS?,Isolation greater than 10 dB has been measured.[28]
MPA_C118,Filter/Array,FSS Superstrate Mechanism,What conceptual property of the FSS makes it suitable for use as a partially reflective surface in the Fabry Perot analogy?,The frequency dependent reflection and transmission characteristics of its periodic metallic elements.[27]
MPA_C119,Filter/Array,Array Performance Consequence,What is the conceptual result of mutual coupling on the total power radiated by a phased array?,It can lead to a reduction in the total radiated power and array gain.[17]
MPA_C120,Filter/Array,Stub Filter Bias,How does a short circuited $\lambda/4$ shunt stub conceptually block the RF signal from the DC line?,The short circuit at the end is transformed to an open circuit (high impedance) at the junction, blocking the RF.[14]
MPA_C121,Filter/Array,DGS Structural Type,What conceptual effect does the DGS defect have on the characteristic impedance of the microstrip line above it?,It locally increases the effective inductance and decreases the effective capacitance, altering the characteristic impedance.[34]
MPA_C122,Filter/Array,FSS Design Criterion,What conceptual property of the FSS structure is tuned to control the beam contraction and gain enhancement?,The geometry (e g size and shape) and periodicity of the FSS unit cell.[27]
MPA_C123,Filter/Array,Stub Filter Cascading,Why are multi stub matching networks often necessary for array feed networks?,They provide the necessary degrees of freedom to match the complex impedance of coupled elements across a band.[31]
MPA_C124,Filter/Array,Array Mutual Coupling,What type of current flow in the ground plane is primarily responsible for mutual coupling between elements?,Surface wave current flow.[21]
MPA_C125,Filter/Array,DGS Application Array,What conceptual benefit does DGS provide for the overall size of an array antenna design?,It can enable a miniaturized array antenna with a reduced width and length.[35]
MPA_C126,Filter/Array,Stub Filter Type,What conceptual impedance behavior is provided by an open circuited stub that is slightly less than a quarter wavelength long?,It acts as a capacitive reactance.[30]
MPA_C127,Filter/Array,DGS Isolation Magnitude,What conceptual performance parameter is directly improved by achieving high isolation between MIMO elements using DGS?,The channel capacity and reliability of the wireless link.[21]
MPA_C128,Filter/Array,FSS Beam Contraction,What conceptual phenomenon is utilized by the FSS superstrate to achieve beam contraction and high gain?,Resonant interference between the direct radiated field and the field reflected from the FSS.[27]
MPA_C129,Filter/Array,Array Performance Consequence,What is the conceptual result of mutual coupling on the impedance matching of the array elements?,It leads to a poor impedance match (high VSWR) for the coupled elements.[17]
MPA_C0130,Filter/Array,Stub Filter Short Circuit,What is the conceptual equivalent circuit behavior of a microstrip stub that is exactly one half wavelength long and terminated with a short circuit?,It acts as a short circuit (zero impedance) at the feed point.[30]
MPA_C131,Filter/Array,Array Theory,What conceptual component in the array theory formula accounts for the non-uniform current distribution across the radiating surface?,The Element Factor (which includes the current distribution on the patch itself).[23]
MPA_C132,Filter/Array,Array Isolation,What is the conceptual difference between the two types of coupling (electromagnetic and radiative) in an array?,Electromagnetic coupling is ground or surface wave based, while radiative coupling is air/space based.[21]
MPA_C133,Filter/Array,DGS Mechanism,How does the DGS EBG structure conceptually mitigate scan blindness in phased arrays?,It suppresses the surface wave modes whose presence creates the condition for scan blindness.[25]
MPA_C134,Filter/Array,DGS Application Miniaturization,What conceptual benefit does DGS miniaturization provide for the manufacturing of complex arrays?,It allows the integration of more elements into a constrained space, increasing array density.[35]
MPA_C135,Filter/Array,Stub Filter Interdigital Function,What conceptual advantage does the Interdigital filter offer over simpler stub filters in terms of size?,Its compact, interlaced structure allows for greater miniaturization of the filter circuit.[26]
MPA_C136,Filter/Array,Stub Filter Type,What conceptual impedance behavior is provided by an open circuited stub that is slightly longer than a quarter wavelength long?,It acts as an inductive reactance.[30]
MPA_C137,Filter/Array,Stub Filter Q Factor,What conceptual design consideration related to material must be optimized to achieve high Q stub filter elements?,Using low loss dielectric substrates and highly conductive metal traces.[26]
MPA_C138,Filter/Array,FSS Application Impedance,How does the FSS superstrate conceptually modify the input impedance of the patch antenna?,It introduces a resonant layer that couples with the patch, modifying the impedance locus.[27]
MPA_C139,Filter/Array,FSS Design Tradeoff,What conceptual trade off is involved in maximizing the gain using an FSS superstrate?,The significant increase in gain comes at the cost of a reduction in the overall angular beamwidth.[27]
MPA_C140,Filter/Array,Array Element Impedance,What array performance parameter is stabilized by protecting the element from mutual coupling effects?,The input impedance of the element.[17]
MPA_C141,Filter/Array,Stub Filter Bandwidth,What is the conceptual method for widening the bandwidth of a microstrip bandpass filter using stubs?,By decreasing the steepness of the resonance curves of the individual stubs.[31]
MPA_C142,Filter/Array,DGS Miniaturization Consequence,What conceptual benefit does DGS miniaturization provide for the cost of the antenna?,The reduction in physical size reduces the material cost (substrate area).[35]
MPA_C143,Filter/Array,Stub Filter Open Circuit,What conceptual component must be included in the analytical model of an open circuited stub in high frequency analysis to account for parasitic effects?,The fringing capacitance at the open end.[30]
MPA_C144,Filter/Array,FSS Array Isolation,What conceptual property of the FSS EBG ground plane allows it to achieve array decoupling?,The EBG structure introduces a band stop region that prevents surface wave energy transfer.[28]
MPA_C145,Filter/Array,Array Factor,What conceptual purpose does the phase shift between elements serve in array theory?,It controls the direction of the main beam (beam steering).[23]
MPA_C146,Filter/Array,Stub Filter Type,What type of microstrip stub is typically used to realize a series short circuit (zero impedance) at its input?,An open circuited stub that is $\lambda/4$ long.[30]
MPA_C147,Filter/Array,DGS Isolation Magnitude,What is the conceptual benefit of achieving high isolation in a MIMO array using DGS?,It improves the signal processing capability and error rates of the MIMO system.[21]
MPA_C148,Filter/Array,FSS Superstrate Mechanism,How does the FSS superstrate conceptually create a resonant cavity with the patch?,The FSS acts as a partially reflective surface, creating standing waves with the ground plane that enhance broadside radiation.[27]
MPA_C149,Filter/Array,Array Performance Consequence,What conceptual design constraint limits the minimum spacing between elements in a microstrip array?,The maximum allowable mutual coupling between adjacent elements.[21]
MPA_C150,Filter/Array,Stub Filter Bias,What conceptual function does a short circuited $\lambda/4$ shunt stub perform when used as an RF choke?,It blocks the flow of RF signal from the main transmission line.[14]
MPA_C151,Filter/Array,Array Theory,What is the conceptual definition of radiative coupling in an array?,The coupling that occurs through the surrounding transmission space (air) between the elements.[21]
MPA_C152,Filter/Array,Array Isolation,Why is the problem of mutual coupling more severe in miniaturized MIMO systems?,The reduced spacing between elements increases the magnitude of the coupling effect.[21]
MPA_C153,Filter/Array,DGS Mechanism,How does the DGS EBG structure conceptually mitigate scan blindness in phased arrays?,It suppresses the surface wave modes that interfere with the element's radiation pattern when scanned off broadside.[25]
MPA_C154,Filter/Array,DGS Application Array,What conceptual benefit does DGS provide for the integration of multiple patches in a constrained area?,It enables a miniaturized array antenna with a reduced overall footprint.[35]
MPA_C155,Filter/Array,Stub Filter Interdigital Design,What conceptual advantage does the Interdigital filter offer over simpler stub filters in terms of size?,The interdigital structure utilizes the microstrip line's geometry to achieve compactness.[26]
MPA_C156,Filter/Array,Stub Filter Type,What conceptual impedance behavior is provided by a short circuited stub that is slightly longer than a quarter wavelength long?,It acts as a capacitive reactance.[30]
MPA_C157,Filter/Array,Stub Filter Q Factor,What conceptual material property must be minimized to achieve high Q stub filter elements?,The loss tangent ($\tan\delta$) of the dielectric substrate.[26]
MPA_C158,Filter/Array,FSS Application Impedance,How does the FSS superstrate conceptually modify the input impedance of the patch antenna?,It loads the patch, modifying its resonant characteristics and input impedance.[27]
